country,year,predicted_value,metric
Montenegro,2038,263793.5123076923,forest_loss
Montenegro,2039,271198.2400000002,forest_loss
Montenegro,2040,278602.9676923081,forest_loss
Montenegro,2041,286007.69538461603,forest_loss
Montenegro,2042,293412.42307692394,forest_loss
Montenegro,2043,300817.15076923184,forest_loss
Montenegro,2044,308221.8784615379,forest_loss
Montenegro,2045,315626.6061538458,forest_loss
Montserrat,2026,2261.1999999999825,forest_loss
Montserrat,2027,2344.6861538461526,forest_loss
Montserrat,2028,2428.1723076922935,forest_loss
Montserrat,2029,2511.6584615384636,forest_loss
Montserrat,2030,2595.1446153846045,forest_loss
Montserrat,2031,2678.6307692307455,forest_loss
Montserrat,2032,2762.1169230769156,forest_loss
Montserrat,2033,2845.6030769230565,forest_loss
Montserrat,2034,2929.0892307692266,forest_loss
Montserrat,2035,3012.5753846153675,forest_loss
Montserrat,2036,3096.0615384615376,forest_loss
Montserrat,2037,3179.5476923076785,forest_loss
Montserrat,2038,3263.0338461538486,forest_loss
Montserrat,2039,3346.5199999999895,forest_loss
Montserrat,2040,3430.0061538461305,forest_loss
Montserrat,2041,3513.4923076923005,forest_loss
Montserrat,2042,3596.9784615384415,forest_loss
Montserrat,2043,3680.4646153846115,forest_loss
Montserrat,2044,3763.9507692307525,forest_loss
Montserrat,2045,3847.4369230769225,forest_loss
Morocco,2026,535157.5300000012,forest_loss
Morocco,2027,557252.7984615341,forest_loss
Morocco,2028,579348.0669230744,forest_loss
Morocco,2029,601443.3353846148,forest_loss
Morocco,2030,623538.6038461551,forest_loss
Morocco,2031,645633.872307688,forest_loss
Morocco,2032,667729.1407692283,forest_loss
Morocco,2033,689824.4092307687,forest_loss
Morocco,2034,711919.677692309,forest_loss
Morocco,2035,734014.9461538419,forest_loss
Morocco,2036,756110.2146153823,forest_loss
Morocco,2037,778205.4830769226,forest_loss
Morocco,2038,800300.7515384629,forest_loss
Morocco,2039,822396.0199999958,forest_loss
Morocco,2040,844491.2884615362,forest_loss
Morocco,2041,866586.5569230765,forest_loss
Morocco,2042,888681.8253846169,forest_loss
Morocco,2043,910777.0938461497,forest_loss
Morocco,2044,932872.3623076901,forest_loss
Morocco,2045,954967.6307692304,forest_loss
Mozambique,2026,35496101.339999676,forest_loss
Mozambique,2027,36995006.78461504,forest_loss
Mozambique,2028,38493912.229230404,forest_loss
Mozambique,2029,39992817.67384577,forest_loss
Mozambique,2030,41491723.11846113,forest_loss
Mozambique,2031,42990628.563076496,forest_loss
Mozambique,2032,44489534.00769186,forest_loss
Mozambique,2033,45988439.452307224,forest_loss
Mozambique,2034,47487344.89692259,forest_loss
Mozambique,2035,48986250.34153795,forest_loss
Mozambique,2036,50485155.78615332,forest_loss
Mozambique,2037,51984061.23076916,forest_loss
Mozambique,2038,53482966.67538452,forest_loss
Mozambique,2039,54981872.119999886,forest_loss
Mozambique,2040,56480777.56461525,forest_loss
Mozambique,2041,57979683.00923061,forest_loss
Mozambique,2042,59478588.45384598,forest_loss
Mozambique,2043,60977493.89846134,forest_loss
Mozambique,2044,62476399.343076706,forest_loss
Mozambique,2045,63975304.78769207,forest_loss
Myanmar,2026,40013214.67000008,forest_loss
Myanmar,2027,41792205.30307722,forest_loss
Myanmar,2028,43571195.93615389,forest_loss
Myanmar,2029,45350186.56923103,forest_loss
Myanmar,2030,47129177.2023077,forest_loss
Myanmar,2031,48908167.835384846,forest_loss
Myanmar,2032,50687158.46846151,forest_loss
Myanmar,2033,52466149.10153866,forest_loss
Myanmar,2034,54245139.7346158,forest_loss
Myanmar,2035,56024130.36769247,forest_loss
Myanmar,2036,57803121.000769615,forest_loss
Myanmar,2037,59582111.63384628,forest_loss
Myanmar,2038,61361102.26692343,forest_loss
Myanmar,2039,63140092.900000095,forest_loss
Myanmar,2040,64919083.53307724,forest_loss
Myanmar,2041,66698074.16615391,forest_loss
Myanmar,2042,68477064.79923105,forest_loss
Myanmar,2043,70256055.43230772,forest_loss
Myanmar,2044,72035046.06538486,forest_loss
Myanmar,2045,73814036.69846153,forest_loss
Namibia,2026,64666.98000000045,forest_loss
Namibia,2027,66757.28000000026,forest_loss
Namibia,2028,68847.58000000007,forest_loss
Namibia,2029,70937.87999999989,forest_loss
Namibia,2030,73028.1799999997,forest_loss
Namibia,2031,75118.48000000045,forest_loss
Namibia,2032,77208.78000000026,forest_loss
Namibia,2033,79299.08000000007,forest_loss
Namibia,2034,81389.37999999989,forest_loss
Namibia,2035,83479.6799999997,forest_loss
Namibia,2036,85569.98000000045,forest_loss
Namibia,2037,87660.28000000026,forest_loss
Namibia,2038,89750.58000000007,forest_loss
Namibia,2039,91840.87999999989,forest_loss
Namibia,2040,93931.1799999997,forest_loss
Namibia,2041,96021.48000000045,forest_loss
Namibia,2042,98111.78000000026,forest_loss
Namibia,2043,100202.08000000007,forest_loss
Namibia,2044,102292.37999999989,forest_loss
Namibia,2045,104382.6799999997,forest_loss
Nauru,2026,0.0,forest_loss
Nauru,2027,0.0,forest_loss
Nauru,2028,0.0,forest_loss
Nauru,2029,0.0,forest_loss
Nauru,2030,0.0,forest_loss
Nauru,2031,0.0,forest_loss
Nauru,2032,0.0,forest_loss
Nauru,2033,0.0,forest_loss
Nauru,2034,0.0,forest_loss
Nauru,2035,0.0,forest_loss
Nauru,2036,0.0,forest_loss
Nauru,2037,0.0,forest_loss
Nauru,2038,0.0,forest_loss
Nauru,2039,0.0,forest_loss
Nauru,2040,0.0,forest_loss
Nauru,2041,0.0,forest_loss
Nauru,2042,0.0,forest_loss
Nauru,2043,0.0,forest_loss
Nauru,2044,0.0,forest_loss
Nauru,2045,0.0,forest_loss
Nepal,2026,497420.6700000018,forest_loss
Nepal,2027,516189.1953846216,forest_loss
Nepal,2028,534957.720769234,forest_loss
Nepal,2029,553726.2461538464,forest_loss
Nepal,2030,572494.7715384662,forest_loss
Nepal,2031,591263.2969230786,forest_loss
Nepal,2032,610031.8223076984,forest_loss
Nepal,2033,628800.3476923108,forest_loss
Nepal,2034,647568.8730769232,forest_loss
Nepal,2035,666337.398461543,forest_loss
Nepal,2036,685105.9238461554,forest_loss
Nepal,2037,703874.4492307752,forest_loss
Nepal,2038,722642.9746153876,forest_loss
Nepal,2039,741411.5,forest_loss
Nepal,2040,760180.0253846198,forest_loss
Nepal,2041,778948.5507692322,forest_loss
Nepal,2042,797717.076153852,forest_loss
Nepal,2043,816485.6015384644,forest_loss
Nepal,2044,835254.1269230768,forest_loss
Nepal,2045,854022.6523076966,forest_loss
Netherlands,2026,271523.5099999979,forest_loss
Netherlands,2027,282528.57076922804,forest_loss
Netherlands,2028,293533.6315384619,forest_loss
Netherlands,2029,304538.692307692,forest_loss
Netherlands,2030,315543.75307692215,forest_loss
Netherlands,2031,326548.8138461523,forest_loss
Netherlands,2032,337553.8746153824,forest_loss
Netherlands,2033,348558.93538461253,forest_loss
Netherlands,2034,359563.9961538464,forest_loss
Netherlands,2035,370569.0569230765,forest_loss
Netherlands,2036,381574.11769230664,forest_loss
Netherlands,2037,392579.17846153677,forest_loss
Netherlands,2038,403584.2392307669,forest_loss
Netherlands,2039,414589.299999997,forest_loss
Netherlands,2040,425594.3607692309,forest_loss
Netherlands,2041,436599.421538461,forest_loss
Netherlands,2042,447604.4823076911,forest_loss
Netherlands,2043,458609.54307692125,forest_loss
Netherlands,2044,469614.6038461514,forest_loss
Netherlands,2045,480619.6646153815,forest_loss
New Caledonia,2026,234357.75,forest_loss
New Caledonia,2027,243759.26615384594,forest_loss
New Caledonia,2028,253160.78230769187,forest_loss
New Caledonia,2029,262562.2984615378,forest_loss
New Caledonia,2030,271963.81461538374,forest_loss
New Caledonia,2031,281365.3307692297,forest_loss
New Caledonia,2032,290766.8469230756,forest_loss
New Caledonia,2033,300168.36307692155,forest_loss
New Caledonia,2034,309569.8792307675,forest_loss
New Caledonia,2035,318971.3953846134,forest_loss
New Caledonia,2036,328372.91153845936,forest_loss
New Caledonia,2037,337774.4276923053,forest_loss
New Caledonia,2038,347175.94384615123,forest_loss
New Caledonia,2039,356577.45999999717,forest_loss
New Caledonia,2040,365978.97615384683,forest_loss
New Caledonia,2041,375380.49230769277,forest_loss
New Caledonia,2042,384782.0084615387,forest_loss
New Caledonia,2043,394183.52461538464,forest_loss
New Caledonia,2044,403585.0407692306,forest_loss
New Caledonia,2045,412986.5569230765,forest_loss
New Zealand,2026,13103353.2700001,forest_loss
New Zealand,2027,13620801.958461642,forest_loss
New Zealand,2028,14138250.646923184,forest_loss
New Zealand,2029,14655699.335384727,forest_loss
New Zealand,2030,15173148.023846269,forest_loss
New Zealand,2031,15690596.71230781,forest_loss
New Zealand,2032,16208045.400769353,forest_loss
New Zealand,2033,16725494.089230776,forest_loss
New Zealand,2034,17242942.777692318,forest_loss
New Zealand,2035,17760391.46615386,forest_loss
New Zealand,2036,18277840.154615402,forest_loss
New Zealand,2037,18795288.843076944,forest_loss
New Zealand,2038,19312737.531538486,forest_loss
New Zealand,2039,19830186.22000003,forest_loss
New Zealand,2040,20347634.90846157,forest_loss
New Zealand,2041,20865083.596923113,forest_loss
New Zealand,2042,21382532.285384655,forest_loss
New Zealand,2043,21899980.973846197,forest_loss
New Zealand,2044,22417429.66230774,forest_loss
New Zealand,2045,22934878.35076928,forest_loss
Nicaragua,2026,16019654.879999876,forest_loss
Nicaragua,2027,16682892.116922855,forest_loss
Nicaragua,2028,17346129.353846073,forest_loss
Nicaragua,2029,18009366.590769053,forest_loss
Nicaragua,2030,18672603.82769227,forest_loss
Nicaragua,2031,19335841.06461525,forest_loss
Nicaragua,2032,19999078.30153823,forest_loss
Nicaragua,2033,20662315.538461447,forest_loss
Nicaragua,2034,21325552.775384426,forest_loss
Nicaragua,2035,21988790.012307644,forest_loss
Nicaragua,2036,22652027.249230623,forest_loss
Nicaragua,2037,23315264.48615384,forest_loss
Nicaragua,2038,23978501.72307682,forest_loss
Nicaragua,2039,24641738.9599998,forest_loss
Nicaragua,2040,25304976.196923018,forest_loss
Nicaragua,2041,25968213.433845997,forest_loss
Nicaragua,2042,26631450.670769215,forest_loss
Nicaragua,2043,27294687.907692194,forest_loss
Nicaragua,2044,27957925.144615173,forest_loss
Nicaragua,2045,28621162.38153839,forest_loss
Niger,2026,913.7299999999959,forest_loss
Niger,2027,952.3369230769167,forest_loss
Niger,2028,990.9438461538375,forest_loss
Niger,2029,1029.5507692307583,forest_loss
Niger,2030,1068.157692307679,forest_loss
Niger,2031,1106.7646153846,forest_loss
Niger,2032,1145.3715384615352,forest_loss
Niger,2033,1183.978461538456,forest_loss
Niger,2034,1222.5853846153768,forest_loss
Niger,2035,1261.1923076922976,forest_loss
Niger,2036,1299.7992307692184,forest_loss
Niger,2037,1338.4061538461392,forest_loss
Niger,2038,1377.01307692306,forest_loss
Niger,2039,1415.6199999999953,forest_loss
Niger,2040,1454.2269230769161,forest_loss
Niger,2041,1492.833846153837,forest_loss
Niger,2042,1531.4407692307577,forest_loss
Niger,2043,1570.0476923076785,forest_loss
Niger,2044,1608.6546153845993,forest_loss
Niger,2045,1647.2615384615347,forest_loss
Nigeria,2026,16486592.99000001,forest_loss
Nigeria,2027,17228145.39846158,forest_loss
Nigeria,2028,17969697.80692315,forest_loss
Nigeria,2029,18711250.21538472,forest_loss
Nigeria,2030,19452802.623846054,forest_loss
Nigeria,2031,20194355.032307625,forest_loss
Nigeria,2032,20935907.440769196,forest_loss
Nigeria,2033,21677459.849230766,forest_loss
Nigeria,2034,22419012.257692337,forest_loss
Nigeria,2035,23160564.666153908,forest_loss
Nigeria,2036,23902117.07461548,forest_loss
Nigeria,2037,24643669.48307705,forest_loss
Nigeria,2038,25385221.89153838,forest_loss
Nigeria,2039,26126774.299999952,forest_loss
Nigeria,2040,26868326.708461523,forest_loss
Nigeria,2041,27609879.116923094,forest_loss
Nigeria,2042,28351431.525384665,forest_loss
Nigeria,2043,29092983.933846235,forest_loss
Nigeria,2044,29834536.342307806,forest_loss
Nigeria,2045,30576088.75076914,forest_loss
Norfolk Island,2026,0.0,forest_loss
Norfolk Island,2027,0.0,forest_loss
Norfolk Island,2028,0.0,forest_loss
Norfolk Island,2029,0.0,forest_loss
Norfolk Island,2030,0.0,forest_loss
Norfolk Island,2031,0.0,forest_loss
Norfolk Island,2032,0.0,forest_loss
Norfolk Island,2033,0.0,forest_loss
Norfolk Island,2034,0.0,forest_loss
Norfolk Island,2035,0.0,forest_loss
Norfolk Island,2036,0.0,forest_loss
Norfolk Island,2037,0.0,forest_loss
Norfolk Island,2038,0.0,forest_loss
Norfolk Island,2039,0.0,forest_loss
Norfolk Island,2040,0.0,forest_loss
Norfolk Island,2041,0.0,forest_loss
Norfolk Island,2042,0.0,forest_loss
Norfolk Island,2043,0.0,forest_loss
Norfolk Island,2044,0.0,forest_loss
Norfolk Island,2045,0.0,forest_loss
North Korea,2026,2278587.650000006,forest_loss
North Korea,2027,2367489.7461538315,forest_loss
North Korea,2028,2456391.842307687,forest_loss
North Korea,2029,2545293.938461542,forest_loss
North Korea,2030,2634196.0346153975,forest_loss
North Korea,2031,2723098.130769223,forest_loss
North Korea,2032,2812000.2269230783,forest_loss
North Korea,2033,2900902.3230769336,forest_loss
North Korea,2034,2989804.419230759,forest_loss
North Korea,2035,3078706.5153846145,forest_loss
North Korea,2036,3167608.61153847,forest_loss
North Korea,2037,3256510.7076922953,forest_loss
North Korea,2038,3345412.8038461506,forest_loss
North Korea,2039,3434314.900000006,forest_loss
North Korea,2040,3523216.9961538315,forest_loss
North Korea,2041,3612119.092307687,forest_loss
North Korea,2042,3701021.188461542,forest_loss
North Korea,2043,3789923.2846153975,forest_loss
North Korea,2044,3878825.380769223,forest_loss
North Korea,2045,3967727.4769230783,forest_loss
Northern Cyprus,2026,6088.15000000014,forest_loss
Northern Cyprus,2027,6380.158461538493,forest_loss
Northern Cyprus,2028,6672.166923076962,forest_loss
Northern Cyprus,2029,6964.1753846154315,forest_loss
Northern Cyprus,2030,7256.183846153901,forest_loss
Northern Cyprus,2031,7548.19230769237,forest_loss
Northern Cyprus,2032,7840.20076923084,forest_loss
Northern Cyprus,2033,8132.209230769309,forest_loss
Northern Cyprus,2034,8424.217692307779,forest_loss
Northern Cyprus,2035,8716.226153846248,forest_loss
Northern Cyprus,2036,9008.234615384717,forest_loss
Northern Cyprus,2037,9300.243076923187,forest_loss
Northern Cyprus,2038,9592.251538461656,forest_loss
Northern Cyprus,2039,9884.260000000126,forest_loss
Northern Cyprus,2040,10176.268461538595,forest_loss
Northern Cyprus,2041,10468.276923076948,forest_loss
Northern Cyprus,2042,10760.285384615418,forest_loss
Northern Cyprus,2043,11052.293846153887,forest_loss
Northern Cyprus,2044,11344.302307692356,forest_loss
Northern Cyprus,2045,11636.310769230826,forest_loss
Norway,2026,7909252.809999943,forest_loss
Norway,2027,8243038.318461537,forest_loss
Norway,2028,8576823.826923013,forest_loss
Norway,2029,8910609.335384607,forest_loss
Norway,2030,9244394.843846083,forest_loss
Norway,2031,9578180.352307677,forest_loss
Norway,2032,9911965.860769272,forest_loss
Norway,2033,10245751.369230747,forest_loss
Norway,2034,10579536.877692342,forest_loss
Norway,2035,10913322.386153817,forest_loss
Norway,2036,11247107.894615412,forest_loss
Norway,2037,11580893.403076887,forest_loss
Norway,2038,11914678.911538482,forest_loss
Norway,2039,12248464.419999957,forest_loss
Norway,2040,12582249.928461552,forest_loss
Norway,2041,12916035.436923027,forest_loss
Norway,2042,13249820.945384622,forest_loss
Norway,2043,13583606.453846097,forest_loss
Norway,2044,13917391.962307692,forest_loss
Norway,2045,14251177.470769167,forest_loss
Oman,2026,133.3799999999992,forest_loss
Oman,2027,138.581538461538,forest_loss
Oman,2028,143.7830769230768,forest_loss
Oman,2029,148.9846153846156,forest_loss
Oman,2030,154.1861538461526,forest_loss
Oman,2031,159.3876923076914,forest_loss
Oman,2032,164.5892307692302,forest_loss
Oman,2033,169.790769230769,forest_loss
Oman,2034,174.9923076923078,forest_loss
Oman,2035,180.1938461538448,forest_loss
Oman,2036,185.3953846153836,forest_loss
Oman,2037,190.5969230769224,forest_loss
Oman,2038,195.7984615384612,forest_loss
Oman,2039,201.0,forest_loss
Oman,2040,206.2015384615388,forest_loss
Oman,2041,211.4030769230758,forest_loss
Oman,2042,216.6046153846146,forest_loss
Oman,2043,221.8061538461534,forest_loss
Oman,2044,227.0076923076922,forest_loss
Oman,2045,232.209230769231,forest_loss
Pakistan,2026,95546.30999999959,forest_loss
Pakistan,2027,98592.28153846134,forest_loss
Pakistan,2028,101638.25307692215,forest_loss
Pakistan,2029,104684.2246153839,forest_loss
Pakistan,2030,107730.19615384564,forest_loss
Pakistan,2031,110776.16769230738,forest_loss
Pakistan,2032,113822.13923076913,forest_loss
Pakistan,2033,116868.11076922994,forest_loss
Pakistan,2034,119914.08230769169,forest_loss
Pakistan,2035,122960.05384615343,forest_loss
Pakistan,2036,126006.02538461518,forest_loss
Pakistan,2037,129051.99692307599,forest_loss
Pakistan,2038,132097.96846153773,forest_loss
Pakistan,2039,135143.93999999948,forest_loss
Pakistan,2040,138189.91153846122,forest_loss
Pakistan,2041,141235.88307692297,forest_loss
Pakistan,2042,144281.85461538378,forest_loss
Pakistan,2043,147327.82615384553,forest_loss
Pakistan,2044,150373.79769230727,forest_loss
Pakistan,2045,153419.76923076902,forest_loss
Palau,2026,6821.01999999996,forest_loss
Palau,2027,7044.369230769167,forest_loss
Palau,2028,7267.718461538432,forest_loss
Palau,2029,7491.067692307639,forest_loss
Palau,2030,7714.416923076904,forest_loss
Palau,2031,7937.766153846111,forest_loss
Palau,2032,8161.115384615317,forest_loss
Palau,2033,8384.464615384582,forest_loss
Palau,2034,8607.81384615379,forest_loss
Palau,2035,8831.163076923054,forest_loss
Palau,2036,9054.512307692261,forest_loss
Palau,2037,9277.861538461468,forest_loss
Palau,2038,9501.210769230733,forest_loss
Palau,2039,9724.55999999994,forest_loss
Palau,2040,9947.909230769204,forest_loss
Palau,2041,10171.258461538411,forest_loss
Palau,2042,10394.607692307676,forest_loss
Palau,2043,10617.956923076883,forest_loss
Palau,2044,10841.30615384609,forest_loss
Palau,2045,11064.655384615355,forest_loss
Palestina,2026,441.84999999999854,forest_loss
Palestina,2027,458.4753846153835,forest_loss
Palestina,2028,475.1007692307685,forest_loss
Palestina,2029,491.72615384615347,forest_loss
Palestina,2030,508.35153846153844,forest_loss
Palestina,2031,524.9769230769234,forest_loss
Palestina,2032,541.6023076923084,forest_loss
Palestina,2033,558.2276923076934,forest_loss
Palestina,2034,574.8530769230783,forest_loss
Palestina,2035,591.4784615384633,forest_loss
Palestina,2036,608.1038461538483,forest_loss
Palestina,2037,624.7292307692333,forest_loss
Palestina,2038,641.3546153846182,forest_loss
Palestina,2039,657.9799999999959,forest_loss
Palestina,2040,674.6053846153809,forest_loss
Palestina,2041,691.2307692307659,forest_loss
Palestina,2042,707.8561538461508,forest_loss
Palestina,2043,724.4815384615358,forest_loss
Palestina,2044,741.1069230769208,forest_loss
Palestina,2045,757.7323076923058,forest_loss
Panama,2026,4439736.329999983,forest_loss
Panama,2027,4613956.881538451,forest_loss
Panama,2028,4788177.433076918,forest_loss
Panama,2029,4962397.9846153855,forest_loss
Panama,2030,5136618.536153853,forest_loss
Panama,2031,5310839.08769232,forest_loss
Panama,2032,5485059.639230788,forest_loss
Panama,2033,5659280.190769255,forest_loss
Panama,2034,5833500.742307663,forest_loss
Panama,2035,6007721.29384613,forest_loss
Panama,2036,6181941.845384598,forest_loss
Panama,2037,6356162.396923065,forest_loss
Panama,2038,6530382.948461533,forest_loss
Panama,2039,6704603.5,forest_loss
Panama,2040,6878824.051538467,forest_loss
Panama,2041,7053044.603076935,forest_loss
Panama,2042,7227265.154615402,forest_loss
Panama,2043,7401485.70615387,forest_loss
Panama,2044,7575706.257692277,forest_loss
Panama,2045,7749926.809230745,forest_loss
Papua New Guinea,2026,16047948.880000114,forest_loss
Papua New Guinea,2027,16736874.93538475,forest_loss
Papua New Guinea,2028,17425800.990769386,forest_loss
Papua New Guinea,2029,18114727.046154022,forest_loss
Papua New Guinea,2030,18803653.10153866,forest_loss
Papua New Guinea,2031,19492579.156923056,forest_loss
Papua New Guinea,2032,20181505.21230769,forest_loss
Papua New Guinea,2033,20870431.267692327,forest_loss
Papua New Guinea,2034,21559357.323076963,forest_loss
Papua New Guinea,2035,22248283.3784616,forest_loss
Papua New Guinea,2036,22937209.433846235,forest_loss
Papua New Guinea,2037,23626135.48923087,forest_loss
Papua New Guinea,2038,24315061.544615507,forest_loss
Papua New Guinea,2039,25003987.600000143,forest_loss
Papua New Guinea,2040,25692913.65538478,forest_loss
Papua New Guinea,2041,26381839.710769415,forest_loss
Papua New Guinea,2042,27070765.76615405,forest_loss
Papua New Guinea,2043,27759691.82153845,forest_loss
Papua New Guinea,2044,28448617.876923084,forest_loss
Papua New Guinea,2045,29137543.93230772,forest_loss
Paracel Islands,2026,0.0,forest_loss
Paracel Islands,2027,0.0,forest_loss
Paracel Islands,2028,0.0,forest_loss
Paracel Islands,2029,0.0,forest_loss
Paracel Islands,2030,0.0,forest_loss
Paracel Islands,2031,0.0,forest_loss
Paracel Islands,2032,0.0,forest_loss
Paracel Islands,2033,0.0,forest_loss
Paracel Islands,2034,0.0,forest_loss
Paracel Islands,2035,0.0,forest_loss
Paracel Islands,2036,0.0,forest_loss
Paracel Islands,2037,0.0,forest_loss
Paracel Islands,2038,0.0,forest_loss
Paracel Islands,2039,0.0,forest_loss
Paracel Islands,2040,0.0,forest_loss
Paracel Islands,2041,0.0,forest_loss
Paracel Islands,2042,0.0,forest_loss
Paracel Islands,2043,0.0,forest_loss
Paracel Islands,2044,0.0,forest_loss
Paracel Islands,2045,0.0,forest_loss
Paraguay,2026,56488233.96000004,forest_loss
Paraguay,2027,58728980.261538506,forest_loss
Paraguay,2028,60969726.56307697,forest_loss
Paraguay,2029,63210472.86461544,forest_loss
Paraguay,2030,65451219.16615391,forest_loss
Paraguay,2031,67691965.46769238,forest_loss
Paraguay,2032,69932711.76923084,forest_loss
Paraguay,2033,72173458.07076931,forest_loss
Paraguay,2034,74414204.37230778,forest_loss
Paraguay,2035,76654950.67384624,forest_loss
Paraguay,2036,78895696.97538471,forest_loss
Paraguay,2037,81136443.27692318,forest_loss
Paraguay,2038,83377189.57846165,forest_loss
Paraguay,2039,85617935.88000011,forest_loss
Paraguay,2040,87858682.18153858,forest_loss
Paraguay,2041,90099428.48307705,forest_loss
Paraguay,2042,92340174.78461552,forest_loss
Paraguay,2043,94580921.08615398,forest_loss
Paraguay,2044,96821667.38769245,forest_loss
Paraguay,2045,99062413.68923092,forest_loss
Peru,2026,34880534.05000019,forest_loss
Peru,2027,36371629.78000021,forest_loss
Peru,2028,37862725.51000023,forest_loss
Peru,2029,39353821.24000025,forest_loss
Peru,2030,40844916.97000027,forest_loss
Peru,2031,42336012.700000286,forest_loss
Peru,2032,43827108.430000305,forest_loss
Peru,2033,45318204.160000324,forest_loss
Peru,2034,46809299.89000034,forest_loss
Peru,2035,48300395.62000036,forest_loss
Peru,2036,49791491.349999905,forest_loss
Peru,2037,51282587.07999992,forest_loss
Peru,2038,52773682.80999994,forest_loss
Peru,2039,54264778.53999996,forest_loss
Peru,2040,55755874.26999998,forest_loss
Peru,2041,57246970.0,forest_loss
Peru,2042,58738065.73000002,forest_loss
Peru,2043,60229161.46000004,forest_loss
Peru,2044,61720257.19000006,forest_loss
Peru,2045,63211352.92000008,forest_loss
Philippines,2026,13044579.580000162,forest_loss
Philippines,2027,13586080.458461523,forest_loss
Philippines,2028,14127581.336923122,forest_loss
Philippines,2029,14669082.215384722,forest_loss
Philippines,2030,15210583.093846321,forest_loss
Philippines,2031,15752083.972307682,forest_loss
Philippines,2032,16293584.850769281,forest_loss
Philippines,2033,16835085.72923088,forest_loss
Philippines,2034,17376586.60769248,forest_loss
Philippines,2035,17918087.48615384,forest_loss
Philippines,2036,18459588.36461544,forest_loss
Philippines,2037,19001089.24307704,forest_loss
Philippines,2038,19542590.12153864,forest_loss
Philippines,2039,20084091.0,forest_loss
Philippines,2040,20625591.8784616,forest_loss
Philippines,2041,21167092.7569232,forest_loss
Philippines,2042,21708593.635384798,forest_loss
Philippines,2043,22250094.51384616,forest_loss
Philippines,2044,22791595.39230776,forest_loss
Philippines,2045,23333096.270769358,forest_loss
Poland,2026,11474991.360000014,forest_loss
Poland,2027,11952580.129230738,forest_loss
Poland,2028,12430168.898461461,forest_loss
Poland,2029,12907757.667692304,forest_loss
Poland,2030,13385346.436923027,forest_loss
Poland,2031,13862935.20615375,forest_loss
Poland,2032,14340523.975384593,forest_loss
Poland,2033,14818112.744615316,forest_loss
Poland,2034,15295701.513846159,forest_loss
Poland,2035,15773290.283076882,forest_loss
Poland,2036,16250879.052307606,forest_loss
Poland,2037,16728467.821538448,forest_loss
Poland,2038,17206056.59076917,forest_loss
Poland,2039,17683645.360000014,forest_loss
Poland,2040,18161234.129230738,forest_loss
Poland,2041,18638822.89846146,forest_loss
Poland,2042,19116411.667692304,forest_loss
Poland,2043,19594000.436923027,forest_loss
Poland,2044,20071589.20615375,forest_loss
Poland,2045,20549177.975384593,forest_loss
Portugal,2026,10648315.370000124,forest_loss
Portugal,2027,11099414.112307787,forest_loss
Portugal,2028,11550512.85461545,forest_loss
Portugal,2029,12001611.596923113,forest_loss
Portugal,2030,12452710.339230895,forest_loss
Portugal,2031,12903809.081538558,forest_loss
Portugal,2032,13354907.823846221,forest_loss
Portugal,2033,13806006.566153884,forest_loss
Portugal,2034,14257105.308461666,forest_loss
Portugal,2035,14708204.05076933,forest_loss
Portugal,2036,15159302.793076992,forest_loss
Portugal,2037,15610401.535384655,forest_loss
Portugal,2038,16061500.277692437,forest_loss
Portugal,2039,16512599.0200001,forest_loss
Portugal,2040,16963697.762307763,forest_loss
Portugal,2041,17414796.504615426,forest_loss
Portugal,2042,17865895.24692321,forest_loss
Portugal,2043,18316993.98923087,forest_loss
Portugal,2044,18768092.731538534,forest_loss
Portugal,2045,19219191.473846197,forest_loss
Puerto Rico,2026,674797.6899999976,forest_loss
Puerto Rico,2027,706325.6292307675,forest_loss
Puerto Rico,2028,737853.5684615374,forest_loss
Puerto Rico,2029,769381.5076923072,forest_loss
Puerto Rico,2030,800909.4469230771,forest_loss
Puerto Rico,2031,832437.3861538395,forest_loss
Puerto Rico,2032,863965.3253846094,forest_loss
Puerto Rico,2033,895493.2646153793,forest_loss
Puerto Rico,2034,927021.2038461491,forest_loss
Puerto Rico,2035,958549.143076919,forest_loss
Puerto Rico,2036,990077.0823076889,forest_loss
Puerto Rico,2037,1021605.0215384588,forest_loss
Puerto Rico,2038,1053132.9607692286,forest_loss
Puerto Rico,2039,1084660.8999999985,forest_loss
Puerto Rico,2040,1116188.8392307684,forest_loss
Puerto Rico,2041,1147716.7784615383,forest_loss
Puerto Rico,2042,1179244.7176923081,forest_loss
Puerto Rico,2043,1210772.6569230705,forest_loss
Puerto Rico,2044,1242300.5961538404,forest_loss
Puerto Rico,2045,1273828.5353846103,forest_loss
Qatar,2026,0.0,forest_loss
Qatar,2027,0.0,forest_loss
Qatar,2028,0.0,forest_loss
Qatar,2029,0.0,forest_loss
Qatar,2030,0.0,forest_loss
Qatar,2031,0.0,forest_loss
Qatar,2032,0.0,forest_loss
Qatar,2033,0.0,forest_loss
Qatar,2034,0.0,forest_loss
Qatar,2035,0.0,forest_loss
Qatar,2036,0.0,forest_loss
Qatar,2037,0.0,forest_loss
Qatar,2038,0.0,forest_loss
Qatar,2039,0.0,forest_loss
Qatar,2040,0.0,forest_loss
Qatar,2041,0.0,forest_loss
Qatar,2042,0.0,forest_loss
Qatar,2043,0.0,forest_loss
Qatar,2044,0.0,forest_loss
Qatar,2045,0.0,forest_loss
